name, shufersal, carfur, victory, wolt
מרכך כביסה פרש וויט 900, 18.90, N/A, 19.90, N/A
מסיר כתמים טנקס 500 מ`ל, 25.90, N/A, 25.90, N/A
מרכך כביסה בייבי לאב900מ, 24.90, N/A, 23.90, N/A
ג`ל לכביסה צבעונית 1.35ל, 28.90, N/A, 27.90, N/A
נוזל רצפות פרש וויט1.35ל, 22.90, 25.90, 24.90, N/A
מרסס חלונות פרש וויט750מ, 13.90, N/A, 12.90, N/A
ניקוי כלים24% פלאוור750מ, 15.90, 15.90, 14.90, N/A
ניקוי כלים 24% 750מ`ל, 15.90, N/A, 14.90, N/A
מרסס קצף מסיר שומנים 750, 15.90, N/A, 14.90, N/A
מרסס אקונומיקה לבנדר750מ, 15.90, 15.90, 14.90, N/A
מסיר אבנית לאמבטיה 750 מ, 15.90, N/A, 14.90, N/A
מרסס מנקה ריפודים 500מ`ל, 25.90, N/A, 24.90, N/A
מרסס מנטרל ריחות 500 מ`ל, 20.90, N/A, 19.90, N/A
דלי מטליות פרדייס TNX250, 25.90, N/A, 24.90, N/A
תרסיס לניקוי חלונות400מל, 20.90, N/A, 19.90, N/A
תרסיס מסיר דיו+דבק400מ`ל, 27.90, N/A, 26.90, N/A
נוזל רצפות אוריאנטל1.35ל, 22.90, N/A, 24.90, N/A
מבשם בדים בייבי לאב500מ, 18.90, N/A, 19.90, N/A
מ.לרצפה TEX פלאוור10יח, 15.90, N/A, 12.90, N/A
שוופס ללא סוכר תפוח1.5ל, 8.90, 8.50, 7.50, N/A
שוופס למונייד ל.סוכר1.5ל, 8.90, 8.50, 7.50, ['9.90']
שוופס מוגז עדין תפוח1.5ל, 8.90, 8.50, 7.50, N/A
שוופס מוגז עדין פ.יער1.5, 8.90, 8.50, 7.50, ['9.90']
שוופס מוגז עדין אננס1.5ל, 8.90, N/A, 7.50, N/A
שוופס מוגז עדין ריזל1.5ל, 8.90, N/A, 7.50, N/A
שוופס מוגז עדין אפרסק1.5, 8.90, 8.50, 7.50, ['9.90']
שוופס מי סודה 1.5 ליטר, 4.50, 3.90, 3.50, ['5.10']
שוופס סודה 4*1.5 ליטר, 13.90, 13.30, 12.90, N/A
שוופס סודה לימון 4*1.5 ל, 13.90, 13.30, 12.90, N/A
שוופס סודה נענע לי4*1.5ל, 13.90, 13.30, 12.90, N/A
שוופ.סודה פירות יער1.5*4, 13.90, 13.30, 12.90, N/A
שוופס מוחיטו ליים 1.5ל, 8.90, 8.50, 7.50, N/A
שוופס מים טעם ענבים 1.5ל, 7.90, 7.90, 7.50, N/A
שוופס מים בטעם תפוח 1.5ל, 7.90, N/A, 7.50, N/A
שוופס מים טעם אפרסק 1.5ל, 7.90, 7.90, 7.50, ['8.90']
מים טעם פירות יער 1.5 ל, 7.90, N/A, 7.50, ['8.90']
שוופס ביטר למון 1.5ליטר, 10.90, 11.80, N/A, N/A
שוופס ראש`ן 1.5 ליטר, 10.90, N/A, 10.70, N/A
שוופס טוניק 1.5 ליטר, 10.90, 11.80, N/A, ['12.90']
שוופס טוניק ללא סוכר1.5ל, 11.90, 11.50, 10.70, ['12.90']
תפוזינה לימונדה נענע1.5ל, 7.90, 7.90, 7.30, ['9.50']
תפוזינה משק`ל ענבים1.5ל, 7.90, 7.90, 7.30, ['9.50']
תפוזינה משקה קל תפוז1.5ל, 7.90, 7.90, 7.30, ['9.50']
תפוזינה תות בננה 1.5ליטר, 7.90, 7.90, 7.30, N/A
תפוזינה מנגו עסיס 1.5 ל, 7.90, 7.90, 7.30, N/A
תפוזינה תפוזים לייט1.5ל, 7.90, 7.90, 7.30, N/A
תה ספרינג אפרסק 1.5 ליטר, 7.90, 7.90, 7.20, N/A
תה ספרינג ירוק לימון1.5ל, 7.90, N/A, 7.20, N/A
פרוט ווטר ענבים 1.5 ליטר, 8.90, 8.50, 8.20, N/A
פרוט ווטר אננס 1.5 ליטר, 8.90, 8.50, 8.20, N/A
פרוט ווטר אפרסק 1.5 ליטר, 8.90, 8.50, 8.20, N/A
פרוט ווטר אבטיח 1.5 ליטר, 8.90, 8.50, 8.20, N/A
עין גדי מים מינרל. 2*6 ל, 14.90, 14.90, 13.90, N/A
ספרינג משקה מנגו 1.5 ל`, 7.90, N/A, 7.50, ['9.90']
ספרינג משקה תפוזים 1.5ל`, 7.90, 7.90, 7.50, ['9.90']
ספרינג ענבים 1.5 ליטר, 7.90, 7.90, 7.50, ['9.90']
ספרינג מיץ תפוחים 1.5 ל`, 7.90, N/A, 7.50, N/A
ספרינג משקה אפרסק 1.5 ל`, 7.90, 7.90, 7.50, N/A
ספרינג פירות טרופיים1.5ל, 7.90, N/A, 7.50, ['9.90']
ספרינג תות-בננה 1.5 ליטר, 7.90, 7.90, 7.50, ['9.90']
ספרינג אגס סברס תפוח1.5ל, 7.90, N/A, 7.50, ['9.90']
ספרינג אננס בננה1.5 ליטר, 7.90, N/A, 7.50, N/A
ספרינג תפוחים לייט 1.5 ל, 7.90, 7.90, 7.50, N/A
ספרינג אשכולית/אננס לייט, 7.90, 7.90, 7.50, N/A
משקה קל ענבים קריסטל 2ל`, 5.50, N/A, 4.70, N/A
משקה קל תפוזים קריסטל 2ל, 5.50, N/A, 4.70, N/A
משקה קל מנגו 2 ליטר, 5.50, N/A, 4.70, N/A
גזוז קריסטל ענבים 2 ליטר, 5.50, 4.60, 4.70, N/A
קריסטל בטעם אקזוטי 2ליטר, 5.50, N/A, 4.70, N/A
קריסטל בטעם תפוח 2 ליטר, 5.50, N/A, 4.70, N/A
גזוז קריסטל בטעם מנטה 2ל, 5.50, N/A, 4.70, N/A
גזוז קריסטל בטעם תות 2 ל, 5.50, 4.60, 4.70, N/A
מים מינרליים מי עדן6*1.5, 16.30, 16.30, 14.90, N/A
קמיל בלו סופט ק. גוף500מ, 29.90, N/A, 29.90, N/A
קמיל בלו שמפו סופט 1ליטר, 34.90, N/A, 26.90, N/A
אפקטיב קר שיבולת שועל, 12.90, N/A, 11.90, N/A
קמיל בלו שמפו לתינוק 1ל, 29.90, 27.50, 26.90, N/A
אפקטיב קר תה ירוק 350מ, 12.90, N/A, 11.90, N/A
אפקטיב קר לבנדר 350מ, 12.90, N/A, 11.90, N/A
קמיל בלו סופט א.סבון1ל, 34.90, N/A, 33.90, N/A
מטבעות שוקולד55%מריר250, 25.90, 25.50, N/A, N/A
מטבעות שוקולד70%מריר250, 25.00, 30.50, N/A, N/A
שוופס ביטר למון לייט1.5ל, 11.90, 11.50, N/A, N/A
שוופס מוחיטו לל`ס 1.5 ל, 8.90, 8.50, 7.50, N/A
סודה מי עדן6 יח*1.5 ליט, 17.90, 18.60, 17.90, N/A
סודה מי עדן 6 יח*500 מ`ל, 14.90, 15.60, 14.90, ['16.90']
סודה מי עדן 4 יח*1 ליטר, 14.90, N/A, 14.90, ['15.90']
שוופס סודה לימון 1 ליטר, 4.90, N/A, N/A, ['5.50']
ספרינג לימונענע 1.5 ליטר, 7.90, 7.90, 7.50, N/A
ספרינג משקה קל ענבים 330, 5.50, N/A, 5, N/A
פרוט&ווג` תפוח אוכמניות, 12.90, N/A, 12.90, N/A
פרוט&ווג` תפוז גזר 1 ל, 12.90, 13.20, 12.90, ['13.50']
קרם קצפת  טבעוני על מצע, 8.70, N/A, N/A, ['8.90']
קרם קצפת טבעוני בסגנון ג, 8.70, N/A, N/A, ['8.90']
נתחי טונה בשמן זית4*140ג, 29.90, 30.50, 29.90, N/A
נגיסי בקר ישרל`ה מחבת600, 39.90, 40.50, N/A, N/A
קציצות עוף והודו 600 גרם, 29.90, N/A, 24.90, N/A
אצבעות שניצל 600 גרם, 37.90, 43.90, 37.90, N/A
צונג.סופר קראנץ חריף600ג, 39.90, N/A, 39.90, N/A
צונגו סופר קראנץ 600גרם, 39.90, 45.50, 39.90, N/A
קציצות בקר ישרל`ה 500גרם, 29.90, N/A, 29.90, N/A
ש.עוף מיני דובונים600גרם, 37.90, 43.90, N/A, N/A
ש.עוף מיני דינוזאור600גר, 37.90, 43.90, N/A, N/A
שניצלונים 600 גרם, 19.90, 19.90, 17.90, N/A
שניצלונים צ.שומשום600גרם, 19.90, 19.90, 17.90, N/A
אלטיטיוד 624 קברנה750מ`ל, 149.90, N/A, N/A, ['124.90']
רוזה יבש ברקן 750מל, 52.90, N/A, N/A, ['59.90']
גולד שרדונה 2022 750 מ`ל, 50.90, 62.90, N/A, N/A
יין סבן הילס קברנה750מ`ל, 64.90, N/A, 64.90, N/A
חליטה קרה פטל אוכמניות45, 25.90, 26.50, 24.90, N/A
חליטה קרה לימונענע 45ג, 25.90, 26.50, 24.90, N/A
זית ירוק עשבי תיבול 215ג, 16.90, 16.20, N/A, N/A
זית בלאדיירוק מבוקע 215ג, 16.90, 16.20, 16.90, N/A
זית ירוק יווני עם שום190, 16.90, 16.20, 16.90, N/A
חצאי זיתים ירוקים 190 גר, 16.90, 16.20, 16.90, N/A
חרוזיתא זית ירוק 190 גרם, 16.90, 16.20, 16.90, N/A
זית ירוק+צ`ילי חריף 215ג, 16.90, N/A, 16.90, N/A
נוזל רצפה בייבי לאב1.35ל, 22.90, N/A, 24.90, N/A
ארוסול קצף לאסלות 400מ`ל, 20.90, N/A, 19.90, N/A
קוקהנומיקה לבנדר 1.25 ל, 13.90, N/A, 12.90, N/A
מבשם בדים ניו בורן 500 מ, 18.90, N/A, 19.90, N/A
נוזל רצפות ניו בורן1.35ל, 22.90, N/A, 24.90, N/A
מאגדת פיסטוק שוקולד לבן, 29.90, N/A, N/A, ['31.90']
מאגדת מיני מילקה וניל 22, 29.90, N/A, 28.90, ['32.90']
לה קרמריה באבל גאם, 19.90, 23.90, 22.90, N/A
קרמריה תות לימון, 19.90, N/A, 22.90, N/A
טורטיה קמח חיטה תירס450ג, 12.50, 12.20, 9.90, N/A
רוטב רימונים 700 גרם, 19.90, 20.20, N/A, N/A
רוטב רימונים 340 גרם, 9.90, 10.00, 9.90, N/A
חמאת בוטנים, 13.90, 15.20, N/A, N/A
חמאת בוטנים 510 גרם, 13.90, N/A, 11.90, N/A
בוטנים מטוגנים 185גרם, 9.90, 10.90, 10, N/A
פנקו פירורי לחם 200 לבני, 8.00, N/A, 7.90, N/A
פילה דג זהבון 80%דג 1 ק`, 22.90, N/A, 15.90, N/A
סופט שוקולד חלב קרמל, 14.90, N/A, N/A, ['15.90']
אול אין ש.לבן בוטן קר55`, 14.90, N/A, 13.90, ['15.90']
חטיף חלבון בטעם בוטנים50, 13.50, N/A, 13.90, N/A
חטיף חלבון שוקולד חלב50ג, 13.50, N/A, 13.90, N/A
פראוד חטיף טעם שוקולד50ג, 13.50, N/A, 13.90, N/A
סלק בואקום 500 גרם, 8.90, N/A, 8.90, N/A
זית שחור שלמים קלמטה340, 16.90, 15.90, 17.90, N/A
בית השיטה זיתים ירוק340, 16.90, 15.90, 17.90, N/A
חרוזית ענק זיתים ירוקים, 16.90, N/A, 16.90, N/A
באזז קוקטייל 750 מ`ל, 34.90, N/A, 34.90, N/A
בירה סטלה ארטואה6*330מל, 39.90, 39.90, 39.90, ['42.90']
מונלייט קברנה סובניון750, 36.90, N/A, N/A, ['37.90']
חטיף פרוטאין קרם עוגיות, 13.90, N/A, 13.90, N/A
ח.פרוטאין שוקולד קרמל62ג, 13.90, N/A, 13.90, N/A
חטיף פרוטאין עוגיות טופי, 13.90, N/A, 13.90, N/A
מיני בורגר פטריות 400 גר, 35.90, 34.90, N/A, N/A
שווארמה פטריות טבעוני250, 25.90, 24.90, N/A, N/A
בורגר פטריות טבעוני 260, 25.90, 24.90, N/A, N/A
קבב פטריות טבעוני 360, 35.90, 34.90, N/A, N/A
נר ציטרונלה דוחה יתושים, 16.90, 15.20, N/A, N/A
סרקל רוזמרין לילדים325מל, 27.90, 27.50, 29.90, N/A
סרקל מתיר קשרים תלתל300מ, 34.90, 32.50, N/A, N/A
סרקל מתיר קשרים 340 מ`ל, 27.90, N/A, 29.90, N/A
שמפו ומרכך לילדים סרקל1ל, 22.90, 30.50, 28.90, N/A
סרקל מרכך ליטר, 22.90, 30.50, 29.90, N/A
סרקל שמפו ליטר, 22.90, 30.50, 29.90, N/A
עגבניות מגי ארוז, 15.90, N/A, N/A, ['24.90']
סוכר חום 1 קג, 15.50, 16.20, N/A, N/A
נטיפים בטעם שוקולד 250ג, 13.50, N/A, 10.90, N/A
נטיפי שוקולד אמיתי 200 ג, 16.50, 15.90, 15.90, N/A
קקאו מובחר 300 גרם, 26.20, 25.90, 25.90, N/A
מ.כביסה ריברסייד TNX900, 18.90, N/A, 19.90, N/A
נ.כלים ריברסייד 750מtnx, 15.90, 15.90, 14.90, N/A
נ.כלים אמור 750מtnx, 15.90, 15.90, 14.90, N/A
מטליות עבות סופגות בז` 2, 9.90, N/A, 8.90, N/A
מטליות מיקרו נשלפות30י, 40.90, N/A, 39.90, N/A
מטלית לרצפה לייבוש מהיר, 13.90, N/A, 12.90, N/A
כריות קרצוף לכלים 6יח, 13.90, N/A, 12.90, N/A
חליטה מדברית 25ש2.3*גרם, 19.90, N/A, 19.90, N/A
תה ירוק מנגו 25 שקיקים, 25.50, N/A, 22.90, N/A
מנת פסטה אלפרדו 74 גרם, 9.90, N/A, 7.90, N/A
מנת פסטה פורמג`י 74 גרם, 9.90, N/A, 7.90, N/A
מנת פסטה נפוליטנה 74 גרם, 9.90, N/A, 7.90, N/A
זית+מלפפון קורנישונים190, 16.90, N/A, 16.90, N/A
זיתים+עגבניות מיובשות190, 16.90, N/A, 16.90, N/A
גבינת פרמז`ן מגורד 100 ג, 13.10, N/A, 11.90, ['15.60']
בוראטה 125 גרם, 20.00, 21.90, 18.90, ['24.90']
קוביות פטה עזים9% 200גרם, 33.90, N/A, N/A, ['36.50']
גבינת שמנת זיתים 5% 200, 15.50, 15.90, 12.90, N/A
חמאה איטלקית מלוחה 100גר, 10.00, 10.90, 8.90, ['11.50']
חמאה איטלקית 100 גרם, 10.00, 10.90, 8.90, ['11.50']
פקורינו פרוס34%שומן150גר, 26.90, 26.90, N/A, N/A
גאודה עיזים פרוס150גרם, 30.50, 34.90, 25.90, N/A
קממבר 130 גרם, 19.50, 21.90, 12.90, ['19.50']
ברי צרפתי 130 גרם, 19.50, 21.90, 15.90, ['19.50']
קוביות בולגרית מעודנת16%, 24.90, 26.90, 23.90, ['29.50']
קרם ריקוטה 16% 200 גרם, 13.90, 12.90, N/A, ['15.40']
גבינת שמנת 16% 200 גרם, 16.90, 17.90, 14.90, ['17.90']
גב.שמנת24%גורגונזולה200ג, 16.90, N/A, 14.90, ['18.80']
גב.שמנת24%ריבת בצל 200גר, 16.90, 17.90, 14.90, ['17.90']
רוטב פקורינו גד 250גר, 24.90, 22.90, N/A, ['25.50']
רוטב מסקרפונה גד 250גר, 24.90, 22.90, N/A, ['25.50']
רוטב מק אנד ציז גד 250, 24.90, N/A, 21.90, N/A
רוטב אלפרדו ריקוטה גד250, 24.90, 22.90, N/A, ['25.50']
מרשמלו ורוד לבן 150 גרם, 6.50, N/A, 6.50, N/A
אול אין סופט עוגיות 55גר, 14.90, N/A, 13.90, N/A
אול אין סופט פיסטוק 55 ג, 14.90, N/A, 13.90, N/A
חלבון שוק.לבן עוגיות50, 13.50, N/A, 13.90, N/A
חטיף חלבון דאבל שוקולד50, 13.50, N/A, 13.90, N/A
שמנת לבישול 10% 250 מ`ל, 8.90, N/A, 8.60, N/A
שמנת לבישול 15% 500 מ`ל, 17.90, 18.90, 17.40, N/A
שמנת להקצפה 24% 250 מ`ל, 7.90, 8.90, 7.80, N/A
שמנת הקצפה ט.וניל24% 250, 9.90, N/A, 9.40, N/A
שמנת הקצפה38%לא לקטוז250, 9.90, 10.00, N/A, N/A
משקה חלב לקפה3%ט.וניל1ל, 9.00, N/A, 8.50, N/A
שוקו 1.5% רמת הגולן 1ל, 11.90, N/A, 10.80, N/A
מ.חלב טעם בננה רמת הגולן, 11.90, N/A, 10.80, N/A
מ.חלב טעם מוקה רמת הגולן, 11.90, N/A, 10.80, N/A
אייס קפה רמת הגולן 1ל, 11.90, N/A, 10.80, N/A
חלב טבעי 4% שומן 1 ליטר, 9.00, 9.50, 8.40, N/A
חלב מועשר 3% שומן 1 ליטר, 9.00, 9.50, 8.60, N/A
חלב מועשר2%נטול לקטוז 1ל, 9.00, 9.50, 8.80, N/A
מאגדת מיני קראנץ עוגיות5, 29.90, N/A, N/A, ['32.90']
קראנץ` מיני קורנפלקס275ג, 29.90, N/A, N/A, ['31.90']
מאגדת 99 חלבה שוקולד 5יח, 29.90, N/A, N/A, ['32.90']
מאגדת מיני מילקה קרמל 6י, 29.90, N/A, N/A, ['33.90']
חליטה קרה אבטיח נענע 45ג, 25.90, 26.50, 24.90, N/A
שטיחים תותי פרוט180ג, 9.00, N/A, 8.90, N/A
לוקיטוס ש.חמוצים תות180ג, 9.00, N/A, 8.90, N/A
ריבועי בצק עלים מוקפא800, 25.90, N/A, 23.90, N/A
בדין תרסיס מייבש כחול500, 19.90, N/A, 17.90, N/A
בדין תרסיס מייבש ורוד500, 19.90, 20.20, N/A, N/A
פתית קרקר 6 דגנים 250גרם, 21.90, 21.90, 17.90, N/A
מיונז אמיתי הלמנס 789גרם, 24.90, 25.90, N/A, N/A
מרק עוף+שקדי מרק25*2ג, 8.90, N/A, 6.90, ['10.50']
קוויק ניקוי כללי 50יח, 8.00, N/A, 8.90, N/A
ליידי ס.סטיק24/7ג`ל 65 ג, 20.90, 21.20, 19.90, N/A
פלמוליב אוקסי כחול 750מל, 8.90, 13.20, N/A, N/A
חטיף FREE תמר וקינמון5יח, 19.50, 19.20, 16.90, N/A
מנה חמה נודלס תאילנדי76ג, 7.90, 7.90, N/A, N/A
מנה חמה נודלס סצ`ואן76גר, 7.90, 7.90, 6.70, ['8.50']
פירורית זהב, 10.00, 10.90, 7.90, ['10.90']
פירורית רגילה 350 גרם, 8.90, 9.90, N/A, ['9.50']
אינסטנ.פודינג ריבת חלב84, 5.90, 6.00, 5.90, N/A
אפרופו 50*3 גרם, 15.90, 16.90, 12.90, ['15.90']
מרק בטעם עוף פרווה 1 ק`ג, 17.90, 17.90, 12.90, N/A
מרק עוף אמיתי 400 גרם, 26.90, N/A, 19.90, N/A
מרק בטעם עוף זך 400 גרם, 19.90, 19.90, 14.90, N/A
ביסלי ברביקיו 35*6 גרם, 15.90, 15.90, 12.90, N/A
ביסלי גריל 6 * 35 גרם, 15.90, 15.90, 12.90, N/A
במבה נוגט 60 גרם, 4.90, 5.50, 4.90, ['5.90']
מרק בטעם עוף זך 400גר, 10.00, 17.90, 14.90, ['20.90']
גריסי פנינה 500 גרם, 6.90, N/A, 5.90, ['7.50']
פירורי לחם מוזהבים200ג, 4.90, 4.00, N/A, ['5.90']
קינואה סוגת 500 גרם, 17.50, N/A, 12.90, ['20.90']
אורז בסמטי מלא 1 ק`ג, 14.90, N/A, 14.90, ['16.90']
אורז יסמין קלאסי 1 ק`ג, 12.90, 12.90, 11.90, ['13.50']
בורגול 500 גרם, 7.90, 7.90, 6.40, N/A
קמח רב תכליתי 1 ק`ג, 8.90, N/A, N/A, ['9.50']
קמח לחם 1 ק`ג, 8.90, 10.90, N/A, N/A
קוסקוס דק, 6.50, 6.00, 4.90, N/A
קמח תופח 1 ק`ג, 8.90, 8.00, 7.90, N/A
פתיתים אפויים אורז500גרם, 6.50, 6.00, 5.90, N/A
פתיתים אפויים קוסקוס500ג, 6.50, 6.00, 5.90, N/A
עדשים שחורות בלוגה 500ג, 9.90, 9.00, 6.90, N/A
קמח תערובת קסם לחלה 1קג, 10.90, N/A, 9.90, ['11.50']
סוכר חום כהה לאפיה 1 ק`ג, 17.90, N/A, 17.90, ['19.90']
קמח שמרים מנופה לפיצה1קג, 10.90, N/A, 8.90, ['11.50']
אורז אדום 500 גרם, 10.90, N/A, 6.90, N/A
אורז מיקס 500 גרם, 10.90, 10.00, N/A, N/A
פריקה 500 גרם, 15.90, N/A, 12.90, N/A
גרעיני תירס מתוק וואקום, 7.90, 7.90, 7.90, N/A
גרעיני תירס ללת`ס 340 גר, 7.90, N/A, 7.90, N/A
שעועית לבנה  500 גרם, 12.90, 12.20, 11.90, N/A
שימורי שעועית לבנה 400 ג, 7.90, 7.90, 7.90, N/A
שימורי שעועית אדומה 400, 7.90, 7.90, 7.90, N/A
שימורי גרגרי חומוס 400 ג, 7.90, N/A, 7.90, N/A
דוריטוס חמוץ חריף 70 גרם, 4.50, 5.20, N/A, ['5.50']
דוריטוס גריל 70 גרם, 4.50, 5.20, N/A, ['5.50']
דוריטוס בטעם טבעי 70 גרם, 4.50, 5.20, N/A, ['5.50']
שוק.ספלנדיד מריר קפה100ג, 14.50, 17.90, 13.90, N/A
קקאו עלית 150 גרם, 13.90, N/A, 12.90, ['17.90']
קקאו עלית 500 גרם, 32.90, N/A, 27.90, N/A
סבון אסלה סוד לימון50*3ג, 16.90, 17.20, 16.90, N/A
סוד מרכך מרוכז בייבי900מ, 14.50, N/A, 13.90, ['15.50']
קולור קאצ`ר 10 דפים, 13.90, N/A, N/A, ['14.90']
מאגדת יוגורטיה 4 יח`, 25.90, N/A, N/A, ['28.90']
מאגדת גלידל פרי אננס 8יח, 27.90, 27.90, N/A, ['30.50']
מאגדת גלידל פירות טרופים, 27.90, 27.90, N/A, ['29.90']
מאגדת גלידל וניל עוגיות, 29.90, N/A, N/A, ['30.90']
גלידל מיני קסטה 270 גרם, 36.90, N/A, N/A, ['39.90']
מאגדת שלגון יולו בלונדי, 25.90, N/A, N/A, ['25.90']
חמישיה טילון גלידל שוקו, 36.90, 36.50, N/A, N/A
מאגדת טילוני דרדסים, 29.90, N/A, 26.90, ['30.90']
שלישיה גלית תות חלבי 99ק, 10.00, 10.00, 10, N/A
מאגדת שלישיה ציפוי בננה, 10.00, N/A, 10, N/A
מאגדת שלישיה ציפוי שוקו, 10.00, N/A, 10, N/A
מאגדת רביעיה גרניטה אייס, 10.00, N/A, 10, N/A
מאגדת 4 ג`לי לימון 320גר, 10.00, N/A, 10, N/A
מ4. ג`לי לימון דובדבן320, 10.00, 10.00, 10, N/A
מאגדת 4 גרניטה תות320גרם, 10.00, N/A, 10, N/A
חטיף FREE עם שוקולד 5יח, 19.50, N/A, N/A, ['19.90']
ליידי ספיד סטיק סגול 65ג, 22.50, N/A, 20.90, N/A
עגבניה מגי מובחרת ארוזה, 15.90, 16.90, N/A, N/A
קפסולות מס` 14 50 גרם, 18.70, 18.70, 16.90, ['21.50']
דנונה פרו+חלבון אפרסק200, 6.50, 6.70, 6.50, ['6.80']
תפוצ`יפס קידס 20*10 גרם, 14.90, 15.20, 14.90, ['18.90']
צ`יטוס חטיף גבינה30*8ג, 17.90, 17.20, N/A, N/A
ציטוס קטשופ מארז 10*20, 15.30, 15.20, 13.90, N/A
ציטוס איקס עיגול10*20ג, 15.30, N/A, 13.90, N/A
סיליט ספרי אקונומיקה750מ, 15.50, N/A, 16.90, ['16.90']
ספרי מסיר כתמים קליה750מ, 19.50, 19.50, 18.90, ['19.90']
פיניש נוזל הברקה 800 מ`ל, 23.50, 23.20, 17.90, ['22.90']
פיניש להבקרה לימון800מל, 23.50, 23.20, 17.90, N/A
פיניש ג`ל למדיח קלאסי1ל, 44.90, 45.50, 43.90, ['45.90']
פיניש פאוור גל לימון1ל, 44.90, 45.50, 43.90, N/A
מילוי אירוויק אואזיס250מ, 17.90, 17.20, 16.90, N/A
מילוי אירוויק ליל קיץ250, 17.90, 17.20, 16.90, N/A
איירוויק מילוי 250מל, 17.90, 17.20, 16.90, N/A
מפיץ ריח+מקלות ליל קיץ30, 18.90, N/A, 14.90, N/A
תפוצ`יפס מקסיקני 200 גרם, 11.30, 11.90, 10.90, ['13.50']
אקטימל תות בננה 100*8מ`ל, 21.10, 21.20, 20.90, N/A
קפה נמס בטעם וניל 200 גר, 24.90, N/A, 24.90, N/A
מסטיק מאסט בטעם בזוקה28ג, 4.90, 4.90, N/A, N/A
מברשת ש.לחניכים רגישות2י, 31.90, N/A, 34.90, N/A
משחה שיניים אלמקס 100מ`ל, 19.50, 19.20, N/A, N/A
משחת אלמקס גוניור 75מ`ל, 16.50, 16.20, 13.90, N/A
גבינת צדר כתום 200 גרם, 28.90, 28.50, 27.90, N/A
גבינת צדר לבן 200 גרם, 28.90, 28.50, N/A, N/A
יוגורט תות מולר 150 מ`ל, 6.20, 6.40, 5.90, ['6.80']
יוג.קציפת אפרסק+פסיפל150, 6.20, 6.40, 5.90, ['6.80']
יוגורט לימון מולר 150מ`ל, 6.20, 6.40, 5.90, ['6.80']
יוגורט מולר פירות יער150, 6.20, 6.40, 5.90, ['6.80']
חלב עיזים קרטון4.1% 1ל`, 20.90, N/A, 17.90, ['21.90']
יוג.מולר מיקס פצפוצים170, 7.00, 7.30, 6.90, ['7.20']
יוג.מולר מיקס גליליות170, 7.00, 7.30, 6.90, ['7.20']
יוג.תות+חתיכות פרי3% 150, 6.20, N/A, 5.60, ['6.20']
יוגורט+חתיכ.אפרסק3% 150ג, 6.20, 6.40, 5.60, ['6.20']
יוג.פירות יער+פרי3% 150ג, 6.20, N/A, 5.60, ['6.20']
גבינה לבנה 5% שומן 750גר, 17.43, 17.43, 17.43, N/A
יוגורט עיזים לשתייה500גר, 16.90, 16.90, 14.90, ['17.90']
יוג.סימפלי פרוט קיוי150ג, 6.20, N/A, 5.60, ['6.20']
מולר מיקס קורנפ.מצופה170, 7.00, 7.30, 6.90, ['7.20']
ג.צהובה נעם ואקום28% 500, 33.90, 35.90, 32.90, ['36.90']
ג.צהובה נעם קלאסי28% 200, 21.90, 21.90, 18.90, ['22.90']
גבינה צהובה נעם 9% 200 ג, 21.90, 21.90, 18.90, ['23.50']
ממרח גבינה+שוק.מו16% 200, 13.90, 14.50, 12.50, N/A
יוג.מולר נטורל1.7% 150*8, 20.90, 22.10, 19.90, N/A
יוג.מולר נטורל2.8% 150*8, 20.90, 22.10, 19.90, N/A
מעדן בטעםשוקולד+קצפת123ג, 3.50, N/A, 3.30, ['4.00']
מעדן מוו שוקולד 100*8גר, 16.90, 16.90, 15.90, ['17.90']
מעדן  מוו טעם וניל100*8ג, 16.90, 16.90, 15.90, ['17.90']
גבינה צהובה נעם15% 200ג, 20.60, 20.60, 18.90, ['22.90']
גב.צהובה נעם 9% 360גרם, 33.90, 34.10, 30.90, N/A
מולר סימפלי0%תות/אפ150*8, 37.90, N/A, 33.90, N/A
גבינה צהובה נעם 22% 200ג, 21.90, 21.90, 18.90, ['22.90']
גבינה בולגרית 5% 250 גרם, 24.90, 28.90, 24.90, N/A
מולר מיקס שקד+בוטנים170ג, 7.00, 7.30, 6.90, ['7.20']
מולר מיקס כדורי דגנים170, 7.00, 7.30, 6.90, ['7.20']
קוטג וחצי 5% 375 גרם, 9.50, 9.30, 9.50, N/A
מוצרלה נעם 200 גרם, 23.90, 24.20, 21.90, ['25.50']
גבינה מותכת 4 * 25 גרם, 9.10, 9.50, 8.20, ['10.10']
חלב 3% בקרטון מהדרין 2ל`, 14.56, 14.56, 14.56, ['14.55']
חלב 3% בקרטון מהדרין 1 ל, 7.28, N/A, N/A, ['7.27']
חלב מועשר דל לקטוז2% 1ל`, 9.90, N/A, 8.90, N/A
שוקו מועשר בבקבוק 1 ליטר, 13.40, 13.90, 12.90, ['14.90']
שוקו מועשר טרה בקבוק250מ, 6.20, N/A, 5.90, ['6.70']
משקה חלב בטעם בננה 1ליטר, 13.40, N/A, 12.90, N/A
אייס קפוצ`ינו 1 ליטר, 13.40, N/A, 12.90, ['14.90']
קשקבל פרוסות 200 גרם, 27.90, 28.60, 24.90, ['29.90']
מולר פרופ קוקוס ואננס150, 6.20, 6.40, 5.90, N/A
מולר אקטיב לבן חלבון 25ג, 7.20, 7.50, 6.30, ['7.90']
